participantNo,task,condition,forCond,mode,block,trialNo,missCount,dockingTime,wrongModeCount,posMissCount,prevMode
4,task,"mouse,pen",,pen,3,14,0,556,0,0,mouse
4,task,"mouse,pen",,mouse,4,1,0,717,0,0,pen
4,task,"mouse,pen",,pen,4,2,0,585,0,0,mouse
4,task,"mouse,pen",,mouse,4,3,0,789,0,0,pen
4,task,"mouse,pen",,pen,4,4,0,660,0,0,mouse
4,task,"mouse,pen",,mouse,4,5,0,717,0,0,pen
4,task,"mouse,pen",,pen,4,6,1,762,0,1,mouse
4,task,"mouse,pen",,mouse,4,7,0,717,0,0,pen
4,task,"mouse,pen",,pen,4,8,0,690,0,0,mouse
4,task,"mouse,pen",,mouse,4,9,0,656,0,0,pen
4,task,"mouse,pen",,pen,4,10,0,722,0,0,mouse
4,task,"mouse,pen",,mouse,4,11,0,756,0,0,pen
4,task,"mouse,pen",,pen,4,12,0,712,0,0,mouse
4,task,"mouse,pen",,mouse,4,13,1,790,0,1,pen
4,task,"mouse,pen",,pen,4,14,0,677,0,0,mouse
4,task,"mouse,touch",,mouse,1,1,0,778,0,0,touch
4,task,"mouse,touch",,touch,1,2,1,223,0,1,mouse
4,task,"mouse,touch",,mouse,1,3,0,683,0,0,touch
4,task,"mouse,touch",,touch,1,4,0,552,0,0,mouse
4,task,"mouse,touch",,mouse,1,5,0,789,0,0,touch
4,task,"mouse,touch",,touch,1,6,0,629,0,0,mouse
4,task,"mouse,touch",,mouse,1,7,0,763,0,0,touch
4,task,"mouse,touch",,touch,1,8,0,767,0,0,mouse
4,task,"mouse,touch",,mouse,1,9,0,895,0,0,touch
4,task,"mouse,touch",,touch,1,10,0,724,0,0,mouse
4,task,"mouse,touch",,mouse,1,11,0,1283,0,0,touch
4,task,"mouse,touch",,touch,1,12,0,515,0,0,mouse
4,task,"mouse,touch",,mouse,1,13,0,731,0,0,touch
4,task,"mouse,touch",,touch,1,14,0,600,0,0,mouse
4,task,"mouse,touch",,mouse,2,1,0,658,0,0,touch
4,task,"mouse,touch",,touch,2,2,0,568,0,0,mouse
4,task,"mouse,touch",,mouse,2,3,0,713,0,0,touch
4,task,"mouse,touch",,touch,2,4,0,564,0,0,mouse
4,task,"mouse,touch",,mouse,2,5,0,625,0,0,touch
4,task,"mouse,touch",,touch,2,6,0,651,0,0,mouse
4,task,"mouse,touch",,mouse,2,7,0,761,0,0,touch
4,task,"mouse,touch",,touch,2,8,0,566,0,0,mouse
4,task,"mouse,touch",,mouse,2,9,1,728,0,1,touch
4,task,"mouse,touch",,touch,2,10,2,271,0,2,mouse
4,task,"mouse,touch",,mouse,2,11,0,728,0,0,touch
4,task,"mouse,touch",,touch,2,12,0,684,0,0,mouse
4,task,"mouse,touch",,mouse,2,13,1,266,0,1,touch
4,task,"mouse,touch",,touch,2,14,0,643,0,0,mouse
4,task,"mouse,touch",,mouse,3,1,0,718,0,0,touch
4,task,"mouse,touch",,touch,3,2,0,561,0,0,mouse
4,task,"mouse,touch",,mouse,3,3,1,1077,0,1,touch
4,task,"mouse,touch",,touch,3,4,0,723,0,0,mouse
4,task,"mouse,touch",,mouse,3,5,0,883,0,0,touch
4,task,"mouse,touch",,touch,3,6,0,677,0,0,mouse
4,task,"mouse,touch",,mouse,3,7,0,837,0,0,touch
4,task,"mouse,touch",,touch,3,8,0,801,0,0,mouse
4,task,"mouse,touch",,mouse,3,9,1,718,0,1,touch
4,task,"mouse,touch",,touch,3,10,0,819,0,0,mouse
4,task,"mouse,touch",,mouse,3,11,0,1121,0,0,touch
4,task,"mouse,touch",,touch,3,12,0,714,0,0,mouse
4,task,"mouse,touch",,mouse,3,13,0,922,0,0,touch
4,task,"mouse,touch",,touch,3,14,0,345,0,0,mouse
4,task,"mouse,touch",,mouse,4,1,0,989,0,0,touch
4,task,"mouse,touch",,touch,4,2,0,670,0,0,mouse
4,task,"mouse,touch",,mouse,4,3,0,1031,0,0,touch
4,task,"mouse,touch",,touch,4,4,0,713,0,0,mouse
4,task,"mouse,touch",,mouse,4,5,0,897,0,0,touch
4,task,"mouse,touch",,touch,4,6,0,740,0,0,mouse
4,task,"mouse,touch",,mouse,4,7,0,821,0,0,touch
4,task,"mouse,touch",,touch,4,8,0,662,0,0,mouse
4,task,"mouse,touch",,mouse,4,9,0,686,0,0,touch
4,task,"mouse,touch",,touch,4,10,0,746,0,0,mouse
4,task,"mouse,touch",,mouse,4,11,0,806,0,0,touch
4,task,"mouse,touch",,touch,4,12,0,890,0,0,mouse
4,task,"mouse,touch",,mouse,4,13,0,775,0,0,touch
4,task,"mouse,touch",,touch,4,14,0,712,0,0,mouse
4,task,"mouse,trackpad",,mouse,1,1,0,986,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,1,2,0,1161,0,0,mouse
4,task,"mouse,trackpad",,mouse,1,3,0,791,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,1,4,0,1148,0,0,mouse
4,task,"mouse,trackpad",,mouse,1,5,0,1017,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,1,6,1,1018,0,1,mouse
4,task,"mouse,trackpad",,mouse,1,7,0,912,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,1,8,0,1151,0,0,mouse
4,task,"mouse,trackpad",,mouse,1,9,0,1015,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,1,10,0,971,0,0,mouse
4,task,"mouse,trackpad",,mouse,1,11,0,988,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,1,12,0,988,0,0,mouse
4,task,"mouse,trackpad",,mouse,1,13,0,818,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,1,14,0,415,0,1,mouse
4,task,"mouse,trackpad",,mouse,2,1,0,746,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,2,2,0,235,0,0,mouse
4,task,"mouse,trackpad",,mouse,2,3,0,820,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,2,4,0,1001,0,0,mouse
4,task,"mouse,trackpad",,mouse,2,5,0,1180,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,2,6,1,908,0,1,mouse
4,task,"mouse,trackpad",,mouse,2,7,0,1122,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,2,8,0,1390,0,0,mouse
4,task,"mouse,trackpad",,mouse,2,9,0,1057,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,2,10,0,985,0,0,mouse
4,task,"mouse,trackpad",,mouse,2,11,0,882,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,2,12,0,1016,0,0,mouse
4,task,"mouse,trackpad",,mouse,2,13,0,883,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,2,14,0,1478,0,0,mouse
4,task,"mouse,trackpad",,mouse,3,1,0,623,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,3,2,2,833,0,2,mouse
4,task,"mouse,trackpad",,mouse,3,3,0,851,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,3,4,0,953,0,0,mouse
4,task,"mouse,trackpad",,mouse,3,5,0,314,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,3,6,0,1134,0,0,mouse
4,task,"mouse,trackpad",,mouse,3,7,0,1001,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,3,8,0,1300,0,0,mouse
4,task,"mouse,trackpad",,mouse,3,9,0,956,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,3,10,0,864,0,0,mouse
4,task,"mouse,trackpad",,mouse,3,11,0,1092,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,3,12,0,1043,0,0,mouse
4,task,"mouse,trackpad",,mouse,3,13,0,1135,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,3,14,0,1149,0,0,mouse
4,task,"mouse,trackpad",,mouse,4,1,0,1065,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,4,2,0,1030,0,0,mouse
4,task,"mouse,trackpad",,mouse,4,3,0,898,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,4,4,0,1166,0,0,mouse
4,task,"mouse,trackpad",,mouse,4,5,0,911,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,4,6,0,1089,0,0,mouse
4,task,"mouse,trackpad",,mouse,4,7,0,863,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,4,8,0,1418,0,0,mouse
4,task,"mouse,trackpad",,mouse,4,9,0,804,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,4,10,0,1032,0,0,mouse
4,task,"mouse,trackpad",,mouse,4,11,0,764,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,4,12,0,970,0,0,mouse
4,task,"mouse,trackpad",,mouse,4,13,0,969,0,0,trackpad
4,task,"mouse,trackpad",,trackpad,4,14,0,1044,0,0,mouse
4,task,"pen,touch",,pen,1,1,0,546,0,0,touch
4,task,"pen,touch",,touch,1,2,0,673,0,0,pen
4,task,"pen,touch",,pen,1,3,0,572,0,0,touch
4,task,"pen,touch",,touch,1,4,0,783,0,0,pen
4,task,"pen,touch",,pen,1,5,0,119,0,0,touch
4,task,"pen,touch",,touch,1,6,0,504,0,0,pen
4,task,"pen,touch",,pen,1,7,0,682,0,0,touch
4,task,"pen,touch",,touch,1,8,0,656,0,0,pen
4,task,"pen,touch",,pen,1,9,1,156,0,1,touch
4,task,"pen,touch",,touch,1,10,0,689,0,0,pen
4,task,"pen,touch",,pen,1,11,0,575,0,0,touch
4,task,"pen,touch",,touch,1,12,0,606,0,0,pen
4,task,"pen,touch",,pen,1,13,0,633,0,0,touch
4,task,"pen,touch",,touch,1,14,0,767,0,0,pen
4,task,"pen,touch",,pen,2,1,0,428,0,0,touch
4,task,"pen,touch",,touch,2,2,0,448,0,0,pen
4,task,"pen,touch",,pen,2,3,0,436,0,0,touch
4,task,"pen,touch",,touch,2,4,0,775,0,0,pen
4,task,"pen,touch",,pen,2,5,0,535,0,0,touch
4,task,"pen,touch",,touch,2,6,0,601,0,0,pen
4,task,"pen,touch",,pen,2,7,0,578,0,0,touch
4,task,"pen,touch",,touch,2,8,0,778,0,0,pen
4,task,"pen,touch",,pen,2,9,0,124,0,0,touch
4,task,"pen,touch",,touch,2,10,0,694,0,0,pen
4,task,"pen,touch",,pen,2,11,0,694,0,0,touch
4,task,"pen,touch",,touch,2,12,0,672,0,0,pen
4,task,"pen,touch",,pen,2,13,0,745,0,0,touch
4,task,"pen,touch",,touch,2,14,0,755,0,0,pen
4,task,"pen,touch",,pen,3,1,0,134,0,0,touch
4,task,"pen,touch",,touch,3,2,0,516,0,0,pen
4,task,"pen,touch",,pen,3,3,0,617,0,0,touch
4,task,"pen,touch",,touch,3,4,0,628,0,0,pen
4,task,"pen,touch",,pen,3,5,0,139,0,0,touch
4,task,"pen,touch",,touch,3,6,0,680,0,0,pen
4,task,"pen,touch",,pen,3,7,0,532,0,0,touch
4,task,"pen,touch",,touch,3,8,0,653,0,0,pen
4,task,"pen,touch",,pen,3,9,0,539,0,0,touch
4,task,"pen,touch",,touch,3,10,0,581,0,0,pen
4,task,"pen,touch",,pen,3,11,0,506,0,0,touch
4,task,"pen,touch",,touch,3,12,0,514,0,0,pen
4,task,"pen,touch",,pen,3,13,0,510,0,0,touch
4,task,"pen,touch",,touch,3,14,0,538,0,0,pen
4,task,"pen,touch",,pen,4,1,0,625,0,0,touch
4,task,"pen,touch",,touch,4,2,0,456,0,0,pen
4,task,"pen,touch",,pen,4,3,0,466,0,0,touch
4,task,"pen,touch",,touch,4,4,0,586,0,0,pen
4,task,"pen,touch",,pen,4,5,0,469,0,0,touch
4,task,"pen,touch",,touch,4,6,0,419,0,0,pen
4,task,"pen,touch",,pen,4,7,0,547,0,0,touch
4,task,"pen,touch",,touch,4,8,0,90,0,0,pen
4,task,"pen,touch",,pen,4,9,0,490,0,0,touch
4,task,"pen,touch",,touch,4,10,0,618,0,0,pen
4,task,"pen,touch",,pen,4,11,0,423,0,0,touch
4,task,"pen,touch",,touch,4,12,0,168,0,0,pen
4,task,"pen,touch",,pen,4,13,0,507,0,0,touch
4,task,"pen,touch",,touch,4,14,0,674,0,0,pen
4,task,"trackpad,pen",,trackpad,1,1,0,924,0,0,pen
4,task,"trackpad,pen",,pen,1,2,0,531,0,0,trackpad
4,task,"trackpad,pen",,trackpad,1,3,0,893,0,0,pen
4,task,"trackpad,pen",,pen,1,4,0,654,0,0,trackpad
4,task,"trackpad,pen",,trackpad,1,5,0,941,0,0,pen
4,task,"trackpad,pen",,pen,1,6,0,611,0,0,trackpad
4,task,"trackpad,pen",,trackpad,1,7,0,1087,0,0,pen
4,task,"trackpad,pen",,pen,1,8,0,601,0,0,trackpad
4,task,"trackpad,pen",,trackpad,1,9,0,194,0,0,pen
4,task,"trackpad,pen",,pen,1,10,0,742,0,0,trackpad
4,task,"trackpad,pen",,trackpad,1,11,0,924,0,0,pen
4,task,"trackpad,pen",,pen,1,12,0,702,0,0,trackpad
4,task,"trackpad,pen",,trackpad,1,13,0,1283,0,0,pen
4,task,"trackpad,pen",,pen,1,14,0,642,0,0,trackpad
4,task,"trackpad,pen",,trackpad,2,1,0,983,0,0,pen
4,task,"trackpad,pen",,pen,2,2,0,629,0,0,trackpad
4,task,"trackpad,pen",,trackpad,2,3,1,1168,0,1,pen
4,task,"trackpad,pen",,pen,2,4,0,718,0,0,trackpad
4,task,"trackpad,pen",,trackpad,2,5,0,1077,0,0,pen
4,task,"trackpad,pen",,pen,2,6,0,693,0,0,trackpad
4,task,"trackpad,pen",,trackpad,2,7,0,1042,0,0,pen
4,task,"trackpad,pen",,pen,2,8,1,685,0,1,trackpad
4,task,"trackpad,pen",,trackpad,2,9,0,1466,0,0,pen
4,task,"trackpad,pen",,pen,2,10,0,715,0,0,trackpad
4,task,"trackpad,pen",,trackpad,2,11,0,695,0,0,pen
4,task,"trackpad,pen",,pen,2,12,0,687,0,0,trackpad
4,task,"trackpad,pen",,trackpad,2,13,1,1300,1,0,pen
4,task,"trackpad,pen",,pen,2,14,0,611,0,0,trackpad
4,task,"trackpad,pen",,trackpad,3,1,0,253,0,0,pen
4,task,"trackpad,pen",,pen,3,2,0,752,0,0,trackpad
4,task,"trackpad,pen",,trackpad,3,3,0,895,0,0,pen
4,task,"trackpad,pen",,pen,3,4,0,629,0,0,trackpad
4,task,"trackpad,pen",,trackpad,3,5,0,821,0,0,pen
4,task,"trackpad,pen",,pen,3,6,0,639,0,0,trackpad
4,task,"trackpad,pen",,trackpad,3,7,0,998,0,0,pen
4,task,"trackpad,pen",,pen,3,8,1,173,0,1,trackpad
4,task,"trackpad,pen",,trackpad,3,9,0,1253,0,0,pen
4,task,"trackpad,pen",,pen,3,10,0,662,0,0,trackpad
4,task,"trackpad,pen",,trackpad,3,11,0,848,0,0,pen
4,task,"trackpad,pen",,pen,3,12,0,656,0,0,trackpad
4,task,"trackpad,pen",,trackpad,3,13,0,1059,0,0,pen
4,task,"trackpad,pen",,pen,3,14,0,601,0,0,trackpad
4,task,"trackpad,pen",,trackpad,4,1,0,859,0,0,pen
4,task,"trackpad,pen",,pen,4,2,0,624,0,0,trackpad
4,task,"trackpad,pen",,trackpad,4,3,0,803,0,0,pen
4,task,"trackpad,pen",,pen,4,4,0,638,0,0,trackpad
4,task,"trackpad,pen",,trackpad,4,5,0,740,0,0,pen
4,task,"trackpad,pen",,pen,4,6,0,631,0,0,trackpad
4,task,"trackpad,pen",,trackpad,4,7,0,1314,0,0,pen
4,task,"trackpad,pen",,pen,4,8,0,596,0,0,trackpad
4,task,"trackpad,pen",,trackpad,4,9,1,1102,0,1,pen
4,task,"trackpad,pen",,pen,4,10,0,604,0,0,trackpad
4,task,"trackpad,pen",,trackpad,4,11,0,1059,0,0,pen
4,task,"trackpad,pen",,pen,4,12,0,637,0,0,trackpad
4,task,"trackpad,pen",,trackpad,4,13,2,477,0,2,pen
4,task,"trackpad,pen",,pen,4,14,0,708,0,0,trackpad
4,task,"trackpad,touch",,trackpad,1,1,0,1112,0,0,touch
4,task,"trackpad,touch",,touch,1,2,0,600,0,0,trackpad
4,task,"trackpad,touch",,trackpad,1,3,0,1074,0,0,touch
4,task,"trackpad,touch",,touch,1,4,0,615,0,0,trackpad
4,task,"trackpad,touch",,trackpad,1,5,0,1085,0,0,touch
4,task,"trackpad,touch",,touch,1,6,0,913,0,0,trackpad
4,task,"trackpad,touch",,trackpad,1,7,0,835,0,0,touch
4,task,"trackpad,touch",,touch,1,8,0,741,0,0,trackpad
4,task,"trackpad,touch",,trackpad,1,9,0,1054,0,0,touch
4,task,"trackpad,touch",,touch,1,10,0,911,0,0,trackpad
4,task,"trackpad,touch",,trackpad,1,11,0,1048,0,0,touch
4,task,"trackpad,touch",,touch,1,12,0,849,0,0,trackpad
4,task,"trackpad,touch",,trackpad,1,13,0,1152,0,0,touch
4,task,"trackpad,touch",,touch,1,14,0,793,0,0,trackpad
4,task,"trackpad,touch",,trackpad,2,1,0,921,0,0,touch
4,task,"trackpad,touch",,touch,2,2,0,645,0,0,trackpad
4,task,"trackpad,touch",,trackpad,2,3,0,1085,0,0,touch
4,task,"trackpad,touch",,touch,2,4,0,264,0,0,trackpad
4,task,"trackpad,touch",,trackpad,2,5,0,1092,0,0,touch
4,task,"trackpad,touch",,touch,2,6,0,688,0,0,trackpad
4,task,"trackpad,touch",,trackpad,2,7,0,999,0,0,touch
4,task,"trackpad,touch",,touch,2,8,0,743,0,0,trackpad
4,task,"trackpad,touch",,trackpad,2,9,0,1175,0,0,touch
4,task,"trackpad,touch",,touch,2,10,0,803,0,0,trackpad
4,task,"trackpad,touch",,trackpad,2,11,0,936,0,0,touch
4,task,"trackpad,touch",,touch,2,12,0,723,0,0,trackpad
4,task,"trackpad,touch",,trackpad,2,13,0,953,0,0,touch
4,task,"trackpad,touch",,touch,2,14,0,620,0,0,trackpad
4,task,"trackpad,touch",,trackpad,3,1,1,759,0,1,touch
4,task,"trackpad,touch",,touch,3,2,0,697,0,0,trackpad
4,task,"trackpad,touch",,trackpad,3,3,0,909,0,0,touch
4,task,"trackpad,touch",,touch,3,4,0,741,0,0,trackpad
4,task,"trackpad,touch",,trackpad,3,5,0,894,0,0,touch
4,task,"trackpad,touch",,touch,3,6,0,249,0,0,trackpad
4,task,"trackpad,touch",,trackpad,3,7,0,922,0,0,touch
4,task,"trackpad,touch",,touch,3,8,0,672,0,0,trackpad
4,task,"trackpad,touch",,trackpad,3,9,0,1076,0,0,touch
4,task,"trackpad,touch",,touch,3,10,0,658,0,0,trackpad
4,task,"trackpad,touch",,trackpad,3,11,0,1061,0,0,touch
4,task,"trackpad,touch",,touch,3,12,0,672,0,0,trackpad
4,task,"trackpad,touch",,trackpad,3,13,0,985,0,0,touch
4,task,"trackpad,touch",,touch,3,14,0,763,0,0,trackpad
4,task,"trackpad,touch",,trackpad,4,1,1,925,0,1,touch
4,task,"trackpad,touch",,touch,4,2,0,667,0,0,trackpad
4,task,"trackpad,touch",,trackpad,4,3,0,1192,0,0,touch
4,task,"trackpad,touch",,touch,4,4,0,853,0,0,trackpad
4,task,"trackpad,touch",,trackpad,4,5,0,1088,0,0,touch
4,task,"trackpad,touch",,touch,4,6,0,720,0,0,trackpad
4,task,"trackpad,touch",,trackpad,4,7,0,939,0,0,touch
4,task,"trackpad,touch",,touch,4,8,0,696,0,0,trackpad
4,task,"trackpad,touch",,trackpad,4,9,0,958,0,0,touch
4,task,"trackpad,touch",,touch,4,10,0,202,0,0,trackpad
4,task,"trackpad,touch",,trackpad,4,11,0,819,0,0,touch
4,task,"trackpad,touch",,touch,4,12,1,675,0,1,trackpad
4,task,"trackpad,touch",,trackpad,4,13,0,761,0,0,touch
4,task,"trackpad,touch",,touch,4,14,0,902,0,0,trackpad
5,baseline,"mouse,mouse","mouse,pen",mouse,1,1,0,965,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,1,2,0,971,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,1,3,0,1387,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,1,4,1,1194,0,1,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,1,5,0,1008,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,1,6,0,1464,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,1,7,0,1256,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,2,1,0,966,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,2,2,0,973,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,2,3,0,626,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,2,4,0,791,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,2,5,0,1388,0,0,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,2,6,2,910,0,2,mouse
5,baseline,"mouse,mouse","mouse,pen",mouse,2,7,0,1032,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,1,1,0,1418,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,1,2,0,1085,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,1,3,0,926,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,1,4,0,790,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,1,5,0,893,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,1,6,0,666,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,1,7,0,924,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,2,1,0,866,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,2,2,0,819,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,2,3,0,908,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,2,4,0,759,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,2,5,0,926,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,2,6,0,808,0,0,mouse
5,baseline,"mouse,mouse","mouse,touch",mouse,2,7,0,943,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,0,1419,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,1,2,0,1492,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,1,3,0,1300,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,1,4,0,1303,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,1,5,0,1408,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,1,6,0,1319,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,1,7,0,1253,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,2,1,0,1268,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,0,1330,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,2,3,0,1277,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,2,4,0,1242,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,2,5,0,996,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,2,6,0,1028,0,0,mouse
5,baseline,"mouse,mouse","mouse,trackpad",mouse,2,7,0,1073,0,0,mouse
5,baseline,"pen,pen","mouse,pen",pen,1,1,0,742,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,1,2,0,891,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,1,3,0,582,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,1,4,0,536,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,1,5,0,548,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,1,6,0,763,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,1,7,0,608,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,2,1,0,540,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,2,2,0,565,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,2,3,0,626,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,2,4,0,614,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,2,5,0,684,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,2,6,0,537,0,0,pen
5,baseline,"pen,pen","mouse,pen",pen,2,7,0,581,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,1,1,0,663,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,1,2,0,548,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,1,3,1,843,0,1,pen
5,baseline,"pen,pen","pen,touch",pen,1,4,2,699,1,1,pen
5,baseline,"pen,pen","pen,touch",pen,1,5,0,865,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,1,6,0,600,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,1,7,0,709,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,2,1,1,1978,0,1,pen
5,baseline,"pen,pen","pen,touch",pen,2,2,0,261,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,2,3,0,734,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,2,4,0,605,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,2,5,0,716,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,2,6,0,565,0,0,pen
5,baseline,"pen,pen","pen,touch",pen,2,7,0,652,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,1,1,0,589,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,1,2,0,628,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,1,3,0,499,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,1,4,0,508,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,1,5,0,527,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,1,6,1,523,0,1,pen
5,baseline,"pen,pen","trackpad,pen",pen,1,7,0,630,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,2,1,0,712,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,2,2,0,524,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,2,3,0,695,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,2,4,0,600,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,2,5,0,591,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,2,6,0,519,0,0,pen
5,baseline,"pen,pen","trackpad,pen",pen,2,7,0,608,0,0,pen
5,baseline,"touch,touch","pen,touch",touch,1,1,0,782,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,1,2,0,616,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,1,3,1,454,1,0,touch
5,baseline,"touch,touch","pen,touch",touch,1,4,0,791,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,1,5,0,803,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,1,6,0,635,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,1,7,0,743,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,2,1,0,584,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,2,2,0,517,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,2,3,0,936,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,2,4,0,776,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,2,5,0,598,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,2,6,0,517,0,0,touch
5,baseline,"touch,touch","pen,touch",touch,2,7,0,587,0,0,touch
5,baseline,"touch,touch","mouse,touch",touch,1,1,0,363,0,0,touch
5,baseline,"touch,touch","mouse,touch",touch,1,2,0,513,0,0,touch
5,baseline,"touch,touch","mouse,touch",touch,1,3,0,591,0,0,touch
5,baseline,"touch,touch","mouse,touch",touch,1,4,0,675,0,0,touch
